name,position,minutes,points,date
W. Hernangomez,C-F,2,2,2021-01-19
Naji Marshall,F,2,0,2021-01-19
Will Magnay,C,0,0,2021-01-19
Nicolo Melli,F,0,0,2021-01-19
Wenyen Gabriel,F,0,0,2021-01-19
Rudy Gobert,C,29,13,2021-01-19
Mike Conley,G,28,6,2021-01-19
B. Bogdanovic,F,28,11,2021-01-19
D. Mitchell,G,33,28,2021-01-19
Royce O'Neale,F,35,6,2021-01-19
Jordan Clarkson,G,29,18,2021-01-19
Joe Ingles,F-G,18,15,2021-01-19
Derrick Favors,F,16,9,2021-01-19
Georges Niang,F,12,10,2021-01-19
Miye Oni,G-F,2,0,2021-01-19
J. Brantley,F,1,0,2021-01-19
S. Harrison,G,1,2,2021-01-19
Udoka Azubuike,C-F,1,0,2021-01-19
Juwan Morgan,F,0,0,2021-01-19
Trent Forrest,G,0,0,2021-01-19
Elijah Hughes,G,0,0,2021-01-19
Marc Gasol,C,18,3,2021-01-21
LeBron James,F,38,34,2021-01-21
Dennis Schroder,G,32,4,2021-01-21
Anthony Davis,F-C,37,18,2021-01-21
K. Caldwell-Pope,G,27,23,2021-01-21
M. Harrell,F-C,26,12,2021-01-21
Kyle Kuzma,F,22,5,2021-01-21
Alex Caruso,G,17,5,2021-01-21
Markieff Morris,F,10,3,2021-01-21
Wesley Matthews,G,9,6,2021-01-21
K. Antetokounmpo,F,0,0,2021-01-21
Jared Dudley,F,0,0,2021-01-21
T. Horton-Tucker,G,0,0,2021-01-21
Devontae Cacok,F,0,0,2021-01-21
A. McKinnie,F,0,0,2021-01-21
Quinn Cook,G,0,0,2021-01-21
Brook Lopez,C,32,13,2021-01-21
G. Antetokounmpo,F,35,25,2021-01-21
Jrue Holiday,G,38,22,2021-01-21
Khris Middleton,F,36,20,2021-01-21
D. DiVincenzo,G,23,10,2021-01-21
Pat Connaughton,G,23,4,2021-01-21
D.J. Augustin,G,17,4,2021-01-21
Bobby Portis,F,16,4,2021-01-21
Bryn Forbes,G,9,2,2021-01-21
T. Antetokounmpo,F,6,2,2021-01-21
Jaylen Adams,G,0,0,2021-01-21
Mamadi Diakite,F,0,0,2021-01-21
D.J. Wilson,F,0,0,2021-01-21
Sam Merrill,G,0,0,2021-01-21
Torrey Craig,F,0,0,2021-01-21
Jordan Nwora,F,0,0,2021-01-21
Steven Adams,C,30,8,2021-01-21
Brandon Ingram,F,33,23,2021-01-21
Lonzo Ball,G,27,14,2021-01-21
Zion Williamson,F,34,27,2021-01-21
Eric Bledsoe,G,28,8,2021-01-21
Josh Hart,G,24,7,2021-01-21
JJ Redick,G,18,11,2021-01-21
N. Alexander-Walker,G,17,11,2021-01-21
Jaxson Hayes,C-F,15,3,2021-01-21
Nicolo Melli,F,1,0,2021-01-21
Naji Marshall,F,1,1,2021-01-21
Kira Lewis,G,1,0,2021-01-21
W. Hernangomez,C-F,1,2,2021-01-21
S. Thornwell,G,1,3,2021-01-21
Will Magnay,C,0,0,2021-01-21
Wenyen Gabriel,F,0,0,2021-01-21
Rudy Gobert,C,29,12,2021-01-21
B. Bogdanovic,F,29,16,2021-01-21
D. Mitchell,G,34,36,2021-01-21
Mike Conley,G,31,20,2021-01-21
Royce O'Neale,F,33,5,2021-01-21
Jordan Clarkson,G,23,19,2021-01-21
Joe Ingles,F-G,19,8,2021-01-21
Derrick Favors,F,16,5,2021-01-21
Georges Niang,F,14,8,2021-01-21
Miye Oni,G-F,1,0,2021-01-21
S. Harrison,G,1,0,2021-01-21
Udoka Azubuike,C-F,1,0,2021-01-21
Juwan Morgan,F,1,0,2021-01-21
Trent Forrest,G,0,0,2021-01-21
J. Brantley,F,0,0,2021-01-21
Elijah Hughes,G,0,0,2021-01-21
M. Robinson,C-F,27,18,2021-01-21
Elfrid Payton,G,37,15,2021-01-21
RJ Barrett,F-G,36,28,2021-01-21
Julius Randle,F-C,36,16,2021-01-21
Reggie Bullock,G-F,17,12,2021-01-21
Alec Burks,G,30,11,2021-01-21
Nerlens Noel,C-F,20,6,2021-01-21
Obi Toppin,F,11,5,2021-01-21
Kevin Knox,F,11,3,2021-01-21
I. Quickley,G,10,5,2021-01-21
Frank Ntilikina,G,0,0,2021-01-21
Austin Rivers,G,0,0,2021-01-21
Jared Harper,G,0,0,2021-01-21
Taj Gibson,F,0,0,2021-01-21
Theo Pinson,G-F,0,0,2021-01-21
Dennis Smith,G,0,0,2021-01-21
I. Brazdeikis,F,0,0,2021-01-21
James Wiseman,C,24,15,2021-01-21
Draymond Green,F,17,3,2021-01-21
Kelly Oubre,F-G,31,7,2021-01-21
Stephen Curry,G,34,30,2021-01-21
Andrew Wiggins,F,32,17,2021-01-21
Eric Paschall,F,18,12,2021-01-21
Brad Wanamaker,G,17,4,2021-01-21
Damion Lee,G-F,16,0,2021-01-21
Kent Bazemore,G-F,13,8,2021-01-21
Kevon Looney,F,12,3,2021-01-21
Nico Mannion,G,8,1,2021-01-21
Jordan Poole,G,8,1,2021-01-21
Mychal Mulder,G,4,3,2021-01-21
J. Toscano-Anderson,F,0,0,2021-01-21
Klay Thompson,G,0,0,2021-01-21
Alen Smailagic,F,0,0,2021-01-21
Marquese Chriss,F,0,0,2021-01-21
Joel Embiid,C-F,35,33,2021-01-23
Ben Simmons,G-F,34,20,2021-01-23
Seth Curry,G,27,14,2021-01-23
Tobias Harris,F,34,17,2021-01-23
Danny Green,G,31,7,2021-01-23
Shake Milton,G-F,21,8,2021-01-23
M. Thybulle,G-F,16,0,2021-01-23
Furkan Korkmaz,G-F,13,8,2021-01-23
Dwight Howard,C-F,12,5,2021-01-23
Tyrese Maxey,G,12,2,2021-01-23
Vincent Poirier,C-F,0,0,2021-01-23
Rayjon Tucker,G,0,0,2021-01-23
Mike Scott,F,0,0,2021-01-23
Isaiah Joe,G,0,0,2021-01-23
Tony Bradley,C-F,0,0,2021-01-23
T. Ferguson,G,0,0,2021-01-23
Paul Reed,F,0,0,2021-01-23
Mason Plumlee,F-C,19,7,2021-01-23
Saddiq Bey,F,19,10,2021-01-23
Wayne Ellington,G,28,17,2021-01-23
Jerami Grant,F,35,11,2021-01-23
Delon Wright,G,35,10,2021-01-23
Josh Jackson,G-F,24,11,2021-01-23
Isaiah Stewart,F-C,19,8,2021-01-23
Sekou Doumbouya,F,18,13,2021-01-23
Svi Mykhailiuk,G-F,17,15,2021-01-23
Saben Lee,G,12,2,2021-01-23
Jahlil Okafor,C-F,9,6,2021-01-23
Killian Hayes,G,0,0,2021-01-23
Derrick Rose,G,0,0,2021-01-23
Blake Griffin,F,0,0,2021-01-23
Rodney McGruder,G,0,0,2021-01-23
Frank Jackson,G,0,0,2021-01-23
D. Sirvydis,F-G,0,0,2021-01-23
Bam Adebayo,C-F,37,41,2021-01-23
M. Harkless,F-G,10,6,2021-01-23
Kelly Olynyk,F-C,21,5,2021-01-23
Goran Dragic,G,30,19,2021-01-23
Duncan Robinson,F,41,18,2021-01-23
Kendrick Nunn,G,32,18,2021-01-23
Andre Iguodala,F-G,26,5,2021-01-23
Gabe Vincent,G,19,2,2021-01-23
P. Achiuwa,F,10,7,2021-01-23
KZ Okpala,F-G,9,3,2021-01-23
Jimmy Butler,F,0,0,2021-01-23
Avery Bradley,G,0,0,2021-01-23
Tyler Herro,G,0,0,2021-01-23
Chris Silva,F,0,0,2021-01-23
Meyers Leonard,F-C,0,0,2021-01-23
Max Strus,G-F,0,0,2021-01-23
Udonis Haslem,F,0,0,2021-01-23
DeAndre Jordan,C,20,8,2021-01-23
James Harden,G,38,12,2021-01-23
Joe Harris,G-F,36,23,2021-01-23
Kevin Durant,F,36,31,2021-01-23
Kyrie Irving,G,36,28,2021-01-23
Jeff Green,F,26,11,2021-01-23
Bruce Brown,G-F,16,8,2021-01-23
T. Luwawu-Cabarrot,G-F,15,3,2021-01-23
Reggie Perry,F-C,11,4,2021-01-23
S. Dinwiddie,G,0,0,2021-01-23
Nicolas Claxton,F-C,0,0,2021-01-23
Tyler Johnson,G,0,0,2021-01-23
Chris Chiozza,G,0,0,2021-01-23
Landry Shamet,G,0,0,2021-01-23
Steven Adams,C,23,5,2021-01-23
Lonzo Ball,G,29,11,2021-01-23
Eric Bledsoe,G,34,28,2021-01-23
Brandon Ingram,F,36,30,2021-01-23
Zion Williamson,F,37,19,2021-01-23
Josh Hart,G,28,5,2021-01-23
N. Alexander-Walker,G,21,10,2021-01-23
Jaxson Hayes,C-F,17,2,2021-01-23
JJ Redick,G,11,0,2021-01-23
Will Magnay,C,0,0,2021-01-23
Wenyen Gabriel,F,0,0,2021-01-23
W. Hernangomez,C-F,0,0,2021-01-23
Kira Lewis,G,0,0,2021-01-23
S. Thornwell,G,0,0,2021-01-23
Nicolo Melli,F,0,0,2021-01-23
Naji Marshall,F,0,0,2021-01-23
Naz Reid,C-F,27,20,2021-01-23
Malik Beasley,G,31,16,2021-01-23
J. Vanderbilt,F,21,16,2021-01-23
Ricky Rubio,G,28,9,2021-01-23
Josh Okogie,G,27,9,2021-01-23
Jarrett Culver,G-F,24,16,2021-01-23
Anthony Edwards,G,20,18,2021-01-23
Jaden McDaniels,F,20,3,2021-01-23
Ed Davis,C-F,19,2,2021-01-23
J. McLaughlin,G,19,11,2021-01-23
K. Towns,C-F,0,0,2021-01-23
J. Hernangomez,F,0,0,2021-01-23
D. Russell,G,0,0,2021-01-23
Jake Layman,F,0,0,2021-01-23
Ashton Hagans,G-F,0,0,2021-01-23
Jaylen Nowell,G,0,0,2021-01-23
James Wiseman,C,24,15,2021-01-23
Andrew Wiggins,F,25,13,2021-01-23
Kelly Oubre,F-G,24,5,2021-01-23
Draymond Green,F,24,4,2021-01-23
Stephen Curry,G,27,24,2021-01-23
Jordan Poole,G,18,10,2021-01-23
Damion Lee,G-F,15,9,2021-01-23
Eric Paschall,F,13,4,2021-01-23
Brad Wanamaker,G,13,3,2021-01-23
Kevon Looney,F,13,5,2021-01-23
Mychal Mulder,G,12,5,2021-01-23
Nico Mannion,G,9,8,2021-01-23
Kent Bazemore,G-F,9,0,2021-01-23
J. Toscano-Anderson,F,8,3,2021-01-23
Alen Smailagic,F,0,0,2021-01-23
Klay Thompson,G,0,0,2021-01-23
Marquese Chriss,F,0,0,2021-01-23
Rudy Gobert,C,24,11,2021-01-23
D. Mitchell,G,27,23,2021-01-23
Mike Conley,G,26,17,2021-01-23
B. Bogdanovic,F,26,14,2021-01-23
Royce O'Neale,F,26,9,2021-01-23
Georges Niang,F,18,7,2021-01-23
Jordan Clarkson,G,18,14,2021-01-23
Joe Ingles,F-G,17,13,2021-01-23
Derrick Favors,F,14,9,2021-01-23
Miye Oni,G-F,11,1,2021-01-23
Udoka Azubuike,C-F,9,4,2021-01-23
S. Harrison,G,9,2,2021-01-23
Juwan Morgan,F,9,3,2021-01-23
Trent Forrest,G,0,0,2021-01-23
J. Brantley,F,0,0,2021-01-23
Elijah Hughes,G,0,0,2021-01-23
Marc Gasol,C,18,0,2021-01-23
Anthony Davis,F-C,28,37,2021-01-23
K. Caldwell-Pope,G,22,5,2021-01-23
Dennis Schroder,G,25,9,2021-01-23
LeBron James,F,28,17,2021-01-23
M. Harrell,F-C,29,10,2021-01-23
Kyle Kuzma,F,22,4,2021-01-23
T. Horton-Tucker,G,21,10,2021-01-23
Alex Caruso,G,18,3,2021-01-23
Wesley Matthews,G,18,4,2021-01-23
A. McKinnie,F,2,0,2021-01-23
Quinn Cook,G,2,2,2021-01-23
Devontae Cacok,F,0,0,2021-01-23
K. Antetokounmpo,F,0,0,2021-01-23
Jared Dudley,F,0,0,2021-01-23
Markieff Morris,F,0,0,2021-01-23
Daniel Gafford,F-C,18,4,2021-01-23
Coby White,G,32,14,2021-01-23
Zach LaVine,G-F,36,21,2021-01-23
P. Williams,F,30,13,2021-01-23
Lauri Markkanen,F-C,35,12,2021-01-23
Thaddeus Young,F,22,6,2021-01-23
Garrett Temple,G-F,21,2,2021-01-23
D. Valentine,G,13,3,2021-01-23
T. Satoransky,G,11,5,2021-01-23
C. Felicio,F-C,7,7,2021-01-23
C. Hutchison,F-G,7,0,2021-01-23
R. Arcidiacono,G,2,3,2021-01-23
Otto Porter,F,0,0,2021-01-23
Adam Mokoka,G,0,0,2021-01-23
Wendell Carter,C-F,0,0,2021-01-23
Luke Kornet,F-C,0,0,2021-01-23
Devon Dotson,G,0,0,2021-01-23
D. Cousins,C,29,28,2021-01-23
Eric Gordon,G,30,33,2021-01-23
Jae'Sean Tate,F,19,6,2021-01-23
John Wall,G,20,7,2021-01-23
P.J. Tucker,F,24,6,2021-01-23
David Nwaba,G-F,26,18,2021-01-23
Ben McLemore,G,20,0,2021-01-23
Kenyon Martin,F,20,8,2021-01-23
Mason Jones,G,18,16,2021-01-23
Sterling Brown,G-F,18,4,2021-01-23
Brodric Thomas,G,5,5,2021-01-23
Rodions Kurucs,F,5,2,2021-01-23
Kevin Porter,G-F,0,0,2021-01-23
Danuel House,F-G,0,0,2021-01-23
Christian Wood,F,0,0,2021-01-23
Victor Oladipo,G,0,0,2021-01-23
Dante Exum,G,0,0,2021-01-23
W. Cauley-Stein,C,18,6,2021-01-23
Luka Doncic,F-G,29,26,2021-01-23
Josh Green,G,20,6,2021-01-23
Jalen Brunson,G,32,9,2021-01-23
Tim Hardaway,G-F,30,15,2021-01-23
Trey Burke,G,23,13,2021-01-23
Wes Iwundu,F,22,1,2021-01-23
B. Marjanovic,C,19,15,2021-01-23
James Johnson,F,16,5,2021-01-23
Tyrell Terry,G,12,2,2021-01-23
Tyler Bey,F,7,5,2021-01-23
Nate Hinton,G-F,7,5,2021-01-23
D. Finney-Smith,F,0,0,2021-01-23
Dwight Powell,F-C,0,0,2021-01-23
Maxi Kleber,F,0,0,2021-01-23
Josh Richardson,G,0,0,2021-01-23
K. Porzingis,F-C,0,0,2021-01-23
Nikola Jokic,C,42,29,2021-01-23
Gary Harris,G,36,10,2021-01-23
Jamal Murray,G,43,26,2021-01-23
Will Barton,G,20,1,2021-01-23
Paul Millsap,F,19,2,2021-01-23
Monte Morris,G,36,13,2021-01-23
Michael Porter,F,35,14,2021-01-23
JaMychal Green,F-C,23,16,2021-01-23
PJ Dozier,G-F,17,6,2021-01-23
F. Campazzo,G,14,3,2021-01-23
Markus Howard,G,0,0,2021-01-23
G. Whittington,F,0,0,2021-01-23
I. Hartenstein,C-F,0,0,2021-01-23
Vlatko Cancar,F,0,0,2021-01-23
Zeke Nnaji,F-C,0,0,2021-01-23
Bol Bol,C-F,0,0,2021-01-23
R.J. Hampton,G,0,0,2021-01-23
Deandre Ayton,C,37,17,2021-01-23
Mikal Bridges,F,36,11,2021-01-23
Chris Paul,G,42,21,2021-01-23
Cameron Johnson,F,34,19,2021-01-23
Jae Crowder,F,44,21,2021-01-23
Abdel Nader,F,29,6,2021-01-23
Frank Kaminsky,F-C,20,2,2021-01-23
Jevon Carter,G,16,8,2021-01-23
Cameron Payne,G,15,2,2021-01-23
Jalen Smith,F-C,8,5,2021-01-23
L. Galloway,G,3,0,2021-01-23
Dario Saric,F-C,0,0,2021-01-23
Damian Jones,C,0,0,2021-01-23
Devin Booker,G,0,0,2021-01-23
E'Twaun Moore,G,0,0,2021-01-23
T. Alexander,G,0,0,2021-01-23
Serge Ibaka,F,28,15,2021-01-26
Luke Kennard,G,28,13,2021-01-26
Nicolas Batum,G-F,32,5,2021-01-26
Reggie Jackson,G,39,20,2021-01-26
Terance Mann,G-F,33,10,2021-01-26
Marcus Morris,F,24,10,2021-01-26
Lou Williams,G,22,11,2021-01-26
Ivica Zubac,C,18,13,2021-01-26
Amir Coffey,G-F,12,2,2021-01-26
Paul George,F,0,0,2021-01-26
Jay Scrubb,G,0,0,2021-01-26
Kawhi Leonard,F,0,0,2021-01-26
P. Beverley,G,0,0,2021-01-26
Daniel Oturu,C,0,0,2021-01-26
P. Patterson,F,0,0,2021-01-26
M. Kabengele,F-C,0,0,2021-01-26
Clint Capela,C,34,13,2021-01-26
Kevin Huerter,G-F,35,13,2021-01-26
Trae Young,G,36,38,2021-01-26
John Collins,F-C,35,11,2021-01-26
De'Andre Hunter,F-G,36,22,2021-01-26
Solomon Hill,F,23,0,2021-01-26
Brandon Goodwin,G,15,7,2021-01-26
D. Gallinari,F,14,2,2021-01-26
Rajon Rondo,G,6,2,2021-01-26
Tony Snell,G,2,0,2021-01-26
Skylar Mays,G,0,0,2021-01-26
Nathan Knight,F-C,0,0,2021-01-26
Kris Dunn,G,0,0,2021-01-26
B. Bogdanovic,G,0,0,2021-01-26
Cam Reddish,F-G,0,0,2021-01-26
Onyeka Okongwu,F-C,0,0,2021-01-26
Bruno Fernando,F-C,0,0,2021-01-26
Robin Lopez,C,29,10,2021-01-26
Bradley Beal,G,35,33,2021-01-26
R. Westbrook,G,28,19,2021-01-26
Anthony Gill,F,22,2,2021-01-26
Isaac Bonga,G,25,0,2021-01-26
Jerome Robinson,G,29,4,2021-01-26
G. Mathews,G,23,8,2021-01-26
Raul Neto,G,22,8,2021-01-26
Jordan Bell,F-C,15,4,2021-01-26
Alex Len,C,6,0,2021-01-26
Cassius Winston,G,1,0,2021-01-26
Deni Avdija,F,0,0,2021-01-26
Rui Hachimura,F,0,0,2021-01-26
Troy Brown,G-F,0,0,2021-01-26
Ish Smith,G,0,0,2021-01-26
Davis Bertans,F,0,0,2021-01-26
Thomas Bryant,C-F,0,0,2021-01-26
Moritz Wagner,F-C,0,0,2021-01-26
D. Cousins,C,33,19,2021-01-26
P.J. Tucker,F,34,0,2021-01-26
John Wall,G,24,24,2021-01-26
Jae'Sean Tate,F,28,3,2021-01-26
Victor Oladipo,G,36,20,2021-01-26
Eric Gordon,G,28,20,2021-01-26
David Nwaba,G-F,23,11,2021-01-26
Sterling Brown,G-F,15,8,2021-01-26
Danuel House,F-G,13,2,2021-01-26
Ben McLemore,G,2,0,2021-01-26
Dante Exum,G,0,0,2021-01-26
Christian Wood,F,0,0,2021-01-26
Mason Jones,G,0,0,2021-01-26
Brodric Thomas,G,0,0,2021-01-26
Kenyon Martin,F,0,0,2021-01-26
Kevin Porter,G-F,0,0,2021-01-26
Rodions Kurucs,F,0,0,2021-01-26
M. Robinson,C-F,30,7,2021-01-26
Alec Burks,G,23,9,2021-01-26
Elfrid Payton,G,21,4,2021-01-26
RJ Barrett,F-G,40,17,2021-01-26
Julius Randle,F-C,35,18,2021-01-26
Austin Rivers,G,27,25,2021-01-26
I. Quickley,G,22,6,2021-01-26
Nerlens Noel,C-F,17,2,2021-01-26
Obi Toppin,F,13,4,2021-01-26
Kevin Knox,F,7,0,2021-01-26
Theo Pinson,G-F,1,2,2021-01-26
Jared Harper,G,0,0,2021-01-26
Reggie Bullock,G-F,0,0,2021-01-26
I. Brazdeikis,F,0,0,2021-01-26
Dennis Smith,G,0,0,2021-01-26
Frank Ntilikina,G,0,0,2021-01-26
Taj Gibson,F,0,0,2021-01-26
Rudy Gobert,C,31,18,2021-01-26
Royce O'Neale,F,34,20,2021-01-26
D. Mitchell,G,34,9,2021-01-26
B. Bogdanovic,F,24,11,2021-01-26
Mike Conley,G,31,19,2021-01-26
Joe Ingles,F-G,27,7,2021-01-26
Jordan Clarkson,G,23,13,2021-01-26
Derrick Favors,F,15,2,2021-01-26
Georges Niang,F,12,9,2021-01-26
Juwan Morgan,F,1,0,2021-01-26
S. Harrison,G,1,0,2021-01-26
Miye Oni,G-F,1,0,2021-01-26
Udoka Azubuike,C-F,1,0,2021-01-26
J. Brantley,F,0,0,2021-01-26
Trent Forrest,G,0,0,2021-01-26
Elijah Hughes,G,0,0,2021-01-26
Enes Kanter,C,32,13,2021-01-28
Damian Lillard,G,37,30,2021-01-28
Derrick Jones,F,26,11,2021-01-28
Gary Trent,G-F,37,23,2021-01-28
Carmelo Anthony,F,37,6,2021-01-28
Anfernee Simons,G,28,14,2021-01-28
Rodney Hood,G-F,19,2,2021-01-28
Harry Giles,F-C,14,2,2021-01-28
Nassir Little,F-G,4,0,2021-01-28
Jusuf Nurkic,C,0,0,2021-01-28
Zach Collins,F-C,0,0,2021-01-28
R. Covington,F,0,0,2021-01-28
CJ McCollum,G,0,0,2021-01-28
Keljin Blevins,G,0,0,2021-01-28
CJ Elleby,F-G,0,0,2021-01-28
Christian Wood,F,32,22,2021-01-28
Jae'Sean Tate,F,16,2,2021-01-28
John Wall,G,29,20,2021-01-28
P.J. Tucker,F,31,2,2021-01-28
Victor Oladipo,G,36,25,2021-01-28
Eric Gordon,G,29,8,2021-01-28
Sterling Brown,G-F,20,6,2021-01-28
Danuel House,F-G,19,11,2021-01-28
David Nwaba,G-F,12,2,2021-01-28
D. Cousins,C,11,6,2021-01-28
Dante Exum,G,0,0,2021-01-28
Kenyon Martin,F,0,0,2021-01-28
Brodric Thomas,G,0,0,2021-01-28
Ben McLemore,G,0,0,2021-01-28
Rodions Kurucs,F,0,0,2021-01-28
Mason Jones,G,0,0,2021-01-28
Kevin Porter,G-F,0,0,2021-01-28
Marc Gasol,C,25,0,2021-01-28
K. Caldwell-Pope,G,27,6,2021-01-28
LeBron James,F,35,22,2021-01-28
Kyle Kuzma,F,29,22,2021-01-28
Dennis Schroder,G,28,10,2021-01-28
M. Harrell,F-C,23,8,2021-01-28
Alex Caruso,G,19,6,2021-01-28
Wesley Matthews,G,16,3,2021-01-28
T. Horton-Tucker,G,14,13,2021-01-28
Markieff Morris,F,12,0,2021-01-28
Quinn Cook,G,2,0,2021-01-28
Devontae Cacok,F,2,2,2021-01-28
A. McKinnie,F,2,0,2021-01-28
K. Antetokounmpo,F,0,0,2021-01-28
Anthony Davis,F-C,0,0,2021-01-28
Jared Dudley,F,0,0,2021-01-28
Mason Plumlee,F-C,26,17,2021-01-28
Delon Wright,G,26,6,2021-01-28
Wayne Ellington,G,28,20,2021-01-28
Blake Griffin,F,35,23,2021-01-28
Jerami Grant,F,37,14,2021-01-28
Isaiah Stewart,F-C,21,8,2021-01-28
Derrick Rose,G,20,14,2021-01-28
Josh Jackson,G-F,17,3,2021-01-28
Sekou Doumbouya,F,12,2,2021-01-28
Svi Mykhailiuk,G-F,12,0,2021-01-28
Frank Jackson,G,0,0,2021-01-28
D. Sirvydis,F-G,0,0,2021-01-28
Killian Hayes,G,0,0,2021-01-28
Jahlil Okafor,C-F,0,0,2021-01-28
Rodney McGruder,G,0,0,2021-01-28
Saddiq Bey,F,0,0,2021-01-28
Saben Lee,G,0,0,2021-01-28
Serge Ibaka,F,26,10,2021-01-28
Luke Kennard,G,27,9,2021-01-28
Terance Mann,G-F,26,12,2021-01-28
Reggie Jackson,G,36,16,2021-01-28
Nicolas Batum,G-F,31,18,2021-01-28
Lou Williams,G,28,17,2021-01-28
Marcus Morris,F,26,16,2021-01-28
Ivica Zubac,C,21,6,2021-01-28
Amir Coffey,G-F,16,5,2021-01-28
Paul George,F,0,0,2021-01-28
Kawhi Leonard,F,0,0,2021-01-28
Jay Scrubb,G,0,0,2021-01-28
P. Beverley,G,0,0,2021-01-28
P. Patterson,F,0,0,2021-01-28
M. Kabengele,F-C,0,0,2021-01-28
Daniel Oturu,C,0,0,2021-01-28
Bam Adebayo,C-F,34,16,2021-01-28
Kendrick Nunn,G,32,10,2021-01-28
Duncan Robinson,F,32,6,2021-01-28
Kelly Olynyk,F-C,24,9,2021-01-28
Tyler Herro,G,31,19,2021-01-28
Gabe Vincent,G,25,18,2021-01-28
KZ Okpala,F-G,23,5,2021-01-28
Max Strus,G-F,20,12,2021-01-28
P. Achiuwa,F,13,10,2021-01-28
Andre Iguodala,F-G,0,0,2021-01-28
Udonis Haslem,F,0,0,2021-01-28
Avery Bradley,G,0,0,2021-01-28
Meyers Leonard,F-C,0,0,2021-01-28
M. Harkless,F-G,0,0,2021-01-28
Goran Dragic,G,0,0,2021-01-28
Chris Silva,F,0,0,2021-01-28
Jimmy Butler,F,0,0,2021-01-28
Kevon Looney,F,15,2,2021-01-28
Draymond Green,F,24,2,2021-01-28
Kelly Oubre,F-G,25,4,2021-01-28
Stephen Curry,G,31,27,2021-01-28
Andrew Wiggins,F,28,16,2021-01-28
Eric Paschall,F,18,12,2021-01-28
James Wiseman,C,18,5,2021-01-28
Damion Lee,G-F,18,0,2021-01-28
Brad Wanamaker,G,17,8,2021-01-28
Mychal Mulder,G,15,3,2021-01-28
Kent Bazemore,G-F,15,7,2021-01-28
Nico Mannion,G,5,0,2021-01-28
Jordan Poole,G,5,7,2021-01-28
J. Toscano-Anderson,F,0,0,2021-01-28
Klay Thompson,G,0,0,2021-01-28
Alen Smailagic,F,0,0,2021-01-28
Marquese Chriss,F,0,0,2021-01-28
Deandre Ayton,C,23,12,2021-01-28
Cameron Johnson,F,30,13,2021-01-28
Chris Paul,G,27,13,2021-01-28
Jae Crowder,F,28,16,2021-01-28
Mikal Bridges,F,31,20,2021-01-28
Abdel Nader,F,25,16,2021-01-28
Frank Kaminsky,F-C,24,12,2021-01-28
E'Twaun Moore,G,20,2,2021-01-28
L. Galloway,G,20,8,2021-01-28
Jalen Smith,F-C,5,2,2021-01-28
Jevon Carter,G,3,0,2021-01-28
T. Alexander,G,0,0,2021-01-28
Cameron Payne,G,0,0,2021-01-28
Devin Booker,G,0,0,2021-01-28
Dario Saric,F-C,0,0,2021-01-28
Damian Jones,C,0,0,2021-01-28
Myles Turner,C-F,36,20,2021-01-29
Malcolm Brogdon,G,36,21,2021-01-29
Jeremy Lamb,G-F,30,12,2021-01-29
D. Sabonis,F-C,37,22,2021-01-29
Justin Holiday,F-G,37,6,2021-01-29
T.J. McConnell,G,18,2,2021-01-29
Doug McDermott,F,17,11,2021-01-29
Aaron Holiday,G,16,0,2021-01-29
Goga Bitadze,C-F,9,8,2021-01-29
Edmond Sumner,G,0,3,2021-01-29
Jalen Lecque,G,0,0,2021-01-29
Brian Bowen,F-G,0,0,2021-01-29
Cassius Stanley,G,0,0,2021-01-29
T.J. Warren,F,0,0,2021-01-29
Caris LeVert,G,0,0,2021-01-29
JaKarr Sampson,F,0,0,2021-01-29
Kelan Martin,F,0,0,2021-01-29
Cody Zeller,F-C,25,12,2021-01-29
Gordon Hayward,F,38,11,2021-01-29
Devonte' Graham,G,32,14,2021-01-29
P.J. Washington,F,34,19,2021-01-29
Terry Rozier,G,32,19,2021-01-29
LaMelo Ball,G,29,16,2021-01-29
Miles Bridges,F,26,9,2021-01-29
Malik Monk,G,14,6,2021-01-29
Bismack Biyombo,C,5,2,2021-01-29
Jalen McDaniels,F-C,0,0,2021-01-29
Nate Darling,G,0,0,2021-01-29
Grant Riller,G,0,0,2021-01-29
Vernon Carey,F-C,0,0,2021-01-29
Cody Martin,F,0,0,2021-01-29
Caleb Martin,F,0,0,2021-01-29
Nick Richards,C,0,0,2021-01-29
Clint Capela,C,29,13,2021-01-29
Trae Young,G,33,41,2021-01-29
John Collins,F-C,30,17,2021-01-29
De'Andre Hunter,F-G,12,6,2021-01-29
Kevin Huerter,G-F,29,5,2021-01-29
Cam Reddish,F-G,32,7,2021-01-29
Solomon Hill,F,19,2,2021-01-29
D. Gallinari,F,18,11,2021-01-29
Rajon Rondo,G,14,8,2021-01-29
Onyeka Okongwu,F-C,11,6,2021-01-29
Tony Snell,G,6,0,2021-01-29
Brandon Goodwin,G,1,0,2021-01-29
Bruno Fernando,F-C,0,0,2021-01-29
Skylar Mays,G,0,0,2021-01-29
Nathan Knight,F-C,0,0,2021-01-29
B. Bogdanovic,G,0,0,2021-01-29
Kris Dunn,G,0,0,2021-01-29
Robin Lopez,C,20,6,2021-01-29
Rui Hachimura,F,24,9,2021-01-29
R. Westbrook,G,27,26,2021-01-29
Jerome Robinson,G,24,6,2021-01-29
Bradley Beal,G,31,26,2021-01-29
Davis Bertans,F,25,1,2021-01-29
G. Mathews,G,20,10,2021-01-29
Raul Neto,G,19,5,2021-01-29
